brewery_type,city,country,id,latitude,longitude,name,phone,postal_code,state,street,tag_list,updated_at,website_url
micro,Hyattsville,United States,287,38.95194398954778,-76.94074113873909,Franklins General Store,3019272740.0,20781-2042,Maryland,5123 Baltimore Ave,[],2018-08-24T00:40:31.278Z,http://Franklinsbrewery.com
brewpub,Gaithersburg,United States,288,39.1419364,-77.1935558364428,Greene Growlers,2402616196.0,20877,Maryland,227 E Diamond Ave,[],2018-08-24T00:40:34.510Z,http://www.greenegrowlers.com
micro,Westminster,United States,289,39.55045197242379,-77.05229796029721,Pub Dog Brewing Company,4108483993.0,21158-6704,Maryland,1203 New Windsor Rd,[],2018-08-24T00:40:44.020Z,http://www.pubdog.com
micro,Rockville,United States,290,39.093617150381704,-77.1340180802385,Saints Row Brewing,,20850-1344,Maryland,1211 Taft St,[],2018-08-24T00:40:47.652Z,http://www.saintsrowbeer.com
brewpub,Baltimore,United States,291,39.303715999999994,-76.61460679999998,The Brewer's Art / Old Line Brewery LLC,,21201-5557,Maryland,1106 N Charles St,[],2018-08-24T00:40:52.085Z,http://www.thebrewersart.com
regional,South Deerfield,United States,292,42.4777979726281,-72.6102508608935,Berkshire Brewing Co Inc,4136656600.0,01373-0096,Massachusetts,12 Railroad St,[],2018-08-24T00:41:03.580Z,http://www.Berkshire-Brewing.com
micro,Sheffield,United States,293,42.093595,-73.351236,Big Elm Brewing,4132292348.0,01257,Massachusetts,65 Silver St,[],2018-08-24T00:41:04.144Z,http://www.bigelmbrewery.com
micro,Williamsburg,United States,294,42.3923659,-72.7305059,Brewmasters Tavern / Brewmasters Brewing Services,4132682199.0,01096-9428,Massachusetts,4 Main St,[],2018-08-24T00:41:09.225Z,
brewpub,Boston,United States,295,42.2948560502166,-71.047997482376,Deadwood Brewery / Boston Bowl,6177401440.0,02122-3404,Massachusetts,820 William T Morrissey Blvd,[],2018-08-24T00:41:15.440Z,http://www.deadwoodbrewery.com
proprietor,Hingham,United States,296,42.2436072296139,-70.8861847258737,Entitled Beer Company,7817401035.0,02043-,Massachusetts,21 North St,[],2018-08-24T00:41:18.710Z,http://www.entitledbrewing.com
micro,Framingham,United States,297,42.27880435,-71.40187087942391,Exhibit 'A' Brewing Co.,,01702-7153,Massachusetts,81 Morton St,[],2018-08-24T00:41:19.161Z,http://www.exhibit-A-brewing.com
brewpub,Framingham,United States,298,42.30411485,-71.39619244519321,John Harvards Brew House - Framingham,5088752337.0,01701-5359,Massachusetts,1 Worcester Rd,[],2018-08-24T00:41:27.695Z,http://www.johnharvards.com
micro,Lowell,United States,299,42.640349969697,-71.32464812121209,Navigation Brewing Co,,01851-1433,Massachusetts,122 Western Ave,[],2018-08-24T00:41:34.456Z,http://www.navigationbrewing.com
brewpub,Andover,United States,300,42.656149077407,-71.1478857877187,Oak & Iron Brewing Co,9784754077.0,01810-3448,Massachusetts,18 Red Spring Rd,[],2018-08-24T00:41:37.236Z,http://www.oakandironbrewing.com
micro,Norwood,United States,301,42.17226304602521,-71.2072322984867,Percival Brewing Company,7816644705.0,02122,Massachusetts,83 Morse St,[],2018-08-24T00:41:40.339Z,http://www.percivalbeercompany.com
brewpub,Boston,United States,302,42.364473,-71.0603412,Slesar Bros Brewing Co - Boston Beer Works,6178962337.0,02114-1805,Massachusetts,112 Canal St,[],2018-08-24T00:41:47.343Z,http://www.beerworks.net
regional,Westminster,United States,303,42.557835421284,-71.872940157432,Wachusett Brewing Co,9788749965.0,01473-1208,Massachusetts,175 State Rd E,[],2018-08-24T00:41:55.642Z,http://www.wachusettbrew.com
micro,Pittsfield,United States,304,42.457064488926896,-73.2120230280269,Wandering Star Brewing Co,9175733942.0,01201-3701,Massachusetts,11 Gifford St,[],2018-08-24T00:41:56.112Z,http://www.wanderingstarbrewing.com
micro,Kalamazoo,United States,305,42.2950789,-85.5715368,Arcadia Brewing Co,2692760458.0,49007-4946,Michigan,701 E Michigan Ave,[],2018-08-24T00:42:04.699Z,http://www.arcadiaales.com
brewpub,Grosse Pointe Park,United States,306,42.3814617,-82.9399103,Atwater In the Park Biergarten and Tap House,3133445104.0,48230-1319,Michigan,1175 Lakepointe St,[],2018-08-24T00:42:07.906Z,http://www.atwaterbeer.com
brewpub,Lowell,United States,307,42.934629306122396,-85.3365535102041,Big Boiler Brewing,6169873155.0,49331-1714,Michigan,318 E Main St,[],2018-08-24T00:42:17.329Z,http://bigboilerbrewing.com
brewpub,Cedar,United States,308,44.8531928678156,-85.79311510931159,Big Cat Brewing Company,2312282282.0,49621-8580,Michigan,8699 S Good Harbor Trl,[],2018-08-24T00:42:17.788Z,http://www.bigcatbrewingco.com
brewpub,Kalamazoo,United States,309,42.271602248062,-85.63122494186051,Bilbo's Pizza and Brewery,2693825544.0,49008-1528,Michigan,3307 Stadium Dr,[],2018-08-24T00:42:19.754Z,http://www.bilbospizza.com
brewpub,Grand Rapids,United States,310,42.9596159090909,-85.64683809090909,Brewery Vivant,6167191604.0,49506-1403,Michigan,925 Cherry St SE,[],2018-08-24T00:42:28.729Z,http://www.breweryvivant.com
brewpub,Bangor,United States,311,42.3130809897959,-86.11152208163271,Cognito Brewing Company,9718088863.0,49013-1333,Michigan,142 W Monroe St,[],2018-08-24T00:42:36.741Z,http://www.cognitobrewingcompany.com
micro,Portland,United States,312,42.871424289606296,-84.9032148381293,ConfluxCity Brewing Company,5175269091.0,48875,Michigan,110 N Water St,[],2018-08-24T00:42:37.634Z,http://www.confluxcitybrew.com
brewpub,New Hudson,United States,313,42.511354600000004,-83.61459,Draught Horse Brewery,2486173000.0,48165-8542,Michigan,57721 Grand River Ave,[],2018-08-24T00:42:45.501Z,http://www.draughthorsebrewery.com
micro,Kalamazoo,United States,314,42.293244705882394,-85.5831588823529,Final Gravity Brewing Company,,49007-3828,Michigan,246 N Burdick St,[],2018-08-24T00:42:55.326Z,http://www.finalgravitybrew.com
brewpub,Grand Rapids,United States,315,42.965489,-85.664754,Fountain Hill Brewery,6162343690.0,49503-3263,Michigan,151 Fountain St NE,[],2018-08-24T00:42:58.010Z,
brewpub,Kalamazoo,United States,316,42.2908852,-85.590082607993,Gonzo's BigDogg Brewery,2693822739.0,49007-4600,Michigan,140 S Westnedge Ave,[],2018-08-24T00:43:00.287Z,http://www.gonzosbiggdoggbrewing.com
planning,,United States,317,,,Double Peak Brewing Company,,,,,[],2018-07-24T01:32:54.529Z,
micro,Carlsbad,United States,318,,,Culver Beer Company,7608142355.0,92010-6679,California,2719 Loker Ave W Ste D,[],2018-08-11T21:36:00.746Z,http://www.culverbeer.com
brewpub,Jackson,United States,319,42.24933400000001,-84.40659699999998,Grand River Brewery,5179622427.0,49201-1327,Michigan,117 W Louis Glick Hwy,[],2018-08-24T00:43:02.095Z,http://www.grandrivermarketplace.com
brewpub,East Lansing,United States,320,42.73626665,-84.48282452464909,Harpers Restaurant and Brewpub,5173334040.0,48823-4315,Michigan,131 Albert Ave,[],2018-08-24T00:43:09.362Z,http://www.harpersbrewpub.com
brewpub,Ludington,United States,321,43.9516856656598,-86.44787302090498,Jamesport Brewing Co,2318452522.0,49431-2159,Michigan,410 S James St,[],2018-08-24T00:43:17.180Z,http://www.jamesportbrewingcompany.com
brewpub,Three Rivers,United States,322,41.9447466122449,-85.6333396122449,Kelsey Block Brewing Company,2697183667.0,49093-1531,Michigan,41 N Main St,[],2018-08-24T00:43:20.490Z,http://www.kelseyblock.com
brewpub,Dewitt,United States,323,42.8424362857143,-84.56922371428571,Looking Glass Brewing Company,5175827287.0,48820-8901,Michigan,115 N Bridge St,[],2018-08-24T00:43:30.330Z,http://www.facebook.com/DeWittBreweryProject/
brewpub,Northport,United States,324,45.12983300000001,-85.61801909090909,Mitten Brewing Co - Northport,6163182448.0,49670-5018,Michigan,112 W Nagonaba St,[],2018-08-24T00:43:36.787Z,
brewpub,Newaygo,United States,325,43.4238664248786,-85.795858083189,Newaygo Brewing Co,2314526551.0,49337-7951,Michigan,19 State Rd,[],2018-08-24T00:43:40.554Z,http://www.newaygobrewing.com
micro,Saginaw,United States,326,43.417722999999995,-83.9640135102041,Oracle Brewing Company,9894017446.0,48602-4234,Michigan,122 N Michigan Ave,[],2018-08-24T00:43:47.539Z,http://www.oraclebeer.com
micro,Ann Arbor,United States,327,42.25286249618321,-83.73385303816791,Pileated Brewing Co,7343696290.0,48104,Michigan,2290 South Industrial Highway,[],2018-08-24T00:43:55.050Z,http://www.pileatedbrewing.com
micro,Dutton,United States,328,42.841188877551,-85.5783306530612,Railtown Brewing Co,6168812364.0,49316-8503,Michigan,3595 68th St SE,[],2018-08-24T00:43:56.435Z,http://www.railtownbrewing.com
micro,Royal Oak,United States,329,42.487265313131296,-83.1405958686869,River Rouge Brewing Company,2488020555.0,48067-2757,Michigan,406 E 4th St,[],2018-08-24T00:43:59.712Z,http://www.riverrougebrew.com
brewpub,Shelby Township,United States,330,42.6320201428571,-82.97361414285709,Sherwood Brewing Co,5865329669.0,48315-6214,Michigan,45689 Hayes Rd,[],2018-08-24T00:44:07.869Z,http://www.sherwoodbrewing.com
brewpub,Saint Clair Shores,United States,331,42.4712223090048,-82.8887785856805,Shipwreck Brewing Company,5869442266.0,48080-1318,Michigan,24409 Jefferson Ave,[],2018-08-24T00:44:08.299Z,http://www.shipwreckbrewingcompany.com
micro,Bridgman,United States,332,41.9427559,-86.5561575,Tapistry Brewing Company,2692667349.0,49106-9109,Michigan,4236 Lake St,[],2018-08-24T00:44:18.183Z,http://www.tapistrybrewing.com
brewpub,Tecumseh,United States,333,42.004052,-83.946191,Tecumseh Brewing Company,5178151726.0,49286-1553,Michigan,128 W Chicago Blvd,[],2018-08-24T00:44:19.242Z,http://www.tecumsehbrewingco.com
brewpub,Grand Rapids,United States,334,42.9850773333333,-85.68101,The Mitten Brewing Co,6166085612.0,49504-4278,Michigan,527 Leonard St NW,[],2018-08-24T00:44:24.797Z,http://www.mittenbrewing.com
brewpub,Zeeland,United States,335,42.81211765,-86.0146348246228,Tripelroot,6169530050.0,49464-1736,Michigan,146 E Main Ave,[],2018-08-24T00:44:32.320Z,http://www.tripelroot.com
brewpub,Hastings,United States,336,42.6487487,-85.284584,Walldorff Brewpub & Bistro,2699454400.0,49058-1808,Michigan,105 E State St,[],2018-08-24T00:44:38.945Z,http://www.walldorffbrewpub.com
micro,Stevensville,United States,337,42.0128666818182,-86.51963025,Watermark Brewing Company,2692810872.0,49127-1238,Michigan,5781 Saint Joseph Ave,[],2018-08-24T00:44:40.161Z,http://www.watermarkbrewing.com
micro,South Lyon,United States,338,42.4554252170515,-83.6509930768823,Witch's Hat Brewing,2484862595.0,48178-1453,Michigan,601 S Lafayette St,[],2018-08-24T00:44:41.305Z,http://www.witchshatbrewing.com
micro,Saint Paul,United States,339,44.9510655128205,-93.08803482051279,Barrel Theory Beer Company,6516003422.0,55101-2349,Minnesota,248 7th St E,[],2018-08-24T00:44:51.098Z,http://www.barreltheory.com
brewpub,Hibbing,United States,340,47.427693100000006,-92.93559640000001,BoomTown Brewery and Woodfire Grill,2184401710.0,55746-1713,Minnesota,531 E Howard St,[],2018-08-24T00:44:58.216Z,http://www.boomtownwoodfire.com
brewpub,Duluth,United States,341,46.7898679947981,-92.09418809438141,Carmody Irish Pub & Brewing,2187404747.0,55802-2120,Minnesota,308 E Superior St,[],2018-08-24T00:45:00.853Z,http://www.carmodyirishpub.com
planning,,United States,342,,,Falls Canyon Brewing Co.,,,,,[],2018-07-24T01:32:55.260Z,
micro,Scotia,United States,343,,,Eel River Brewing Co - Facility and Warehouse,7077641772.0,95565,California,600 K Bridge St,[],2018-08-11T21:36:02.426Z,
brewpub,Rochester,United States,344,44.0293769630614,-92.4786810104941,Forager Brewing Company,5072587490.0,55901-2741,Minnesota,1005 6th St NW,[],2018-08-24T00:45:10.895Z,http://www.foragerbrewery.com
micro,Nisswa,United States,345,46.4983497833438,-94.29766266083081,"Gull Dam Brewing, Inc.",2189632739.0,56468,Minnesota,23836 Smiley Rd,[],2018-08-24T00:45:18.433Z,http://www.gulldambrewing.com
micro,Lino Lakes,United States,346,45.1890903,-93.1064135,HammerHeart Brewing Company,6513482654.0,55014-1109,Minnesota,7785 Lake Dr,[],2018-08-24T00:45:19.341Z,http://www.hammerheartbrewing.com
micro,Minneapolis,United States,347,44.9689387,-93.27946290000001,Lakes & Legends Brewing Company,6129996020.0,55403-2316,Minnesota,1368 Lasalle Ave,[],2018-08-24T00:45:28.880Z,http://www.lakesandlegends.com
brewpub,Burnsville,United States,348,44.74636346153849,-93.3054737692308,Nutmeg Brewhouse,9528921438.0,55306-6211,Minnesota,1905 County Road 42 W,[],2018-08-24T00:45:37.098Z,http://www.nutmegbrewhouse.com
micro,Maple Grove,United States,349,45.12605142857139,-93.42589842857141,OMNI Brewing Company,7152229832.0,55369-3629,Minnesota,9462 Deerwood Ln N,[],2018-08-24T00:45:37.980Z,
brewpub,Blue Earth,United States,350,44.1061044897959,-94.2184542040816,Oswald Brewing Company,5075263101.0,56013-2007,Minnesota,110 S Main St,[],2018-08-24T00:45:38.476Z,http://www.oswaldbrewingcompany.com
micro,Annandale,United States,351,45.2595823784151,-94.1194613181467,Spilled Grain Brewhouse,3202741129.0,55302-9406,Minnesota,300 Elm St E,[],2018-08-24T00:45:46.610Z,http://www.spilledgrainbrewhouse.com
brewpub,Sauk Rapids,United States,352,45.5857195333456,-94.16280249747592,Urban Lodge Brewery,3202815454.0,56379-1534,Minnesota,415 N Benton Dr,[],2018-08-24T00:45:56.143Z,http://urbanlodgebrewery.com
micro,Saint Paul,United States,353,44.9040455,-93.16550009999999,Vine Park Brewing Co,6512281355.0,55102-4123,Minnesota,1254 7th St W,[],2018-08-24T00:45:57.651Z,http://www.vinepark.com
micro,Gulfport,United States,354,30.367827000000002,-89.09540701614559,Chandeleur Island Brewing Company,2287019985.0,39501-1928,Mississippi,2711 14th St,[],2018-08-24T00:46:03.091Z,http://www.chandeleurbrew.com
large,Saint Louis,United States,355,38.5954536,-90.2118998,Anheuser-Busch InBev,3145772000.0,63118-1849,Missouri,1 Busch Pl,[],2018-08-24T00:46:11.169Z,http://www.anheuser-busch.com
brewpub,Poplar Bluff,United States,356,36.75663107692311,-90.3957733846154,Bronze Owl Brewing,5738405202.0,63901-7331,Missouri,506 Vine St,[],2018-08-24T00:46:16.932Z,http://www.bronzeowlbrewing.com
contract,Saint Louis,United States,357,38.63948970000001,-90.2439837,Cathedral Square Brewery,3148033605.0,63108-3204,Missouri,3914 Lindell Blvd,[],2018-08-24T00:46:18.987Z,http://www.cathedralsquarebrewery.com
brewpub,North Kansas City,United States,358,39.1403371573456,-94.5794652075528,Cinder Block Brewery,8165608365.0,64116-3635,Missouri,110 E 18th Ave,[],2018-08-24T00:46:20.410Z,http://www.cinderblockbrewery.com
contract,Saint Louis,United States,359,38.7090351126761,-90.23498721126758,Griesedieck Brothers Brewery,3143093210.0,63147-1840,Missouri,1240 Switzer Ave,[],2018-08-24T00:46:29.773Z,http://www.gb-beer.com
brewpub,Kansas City,United States,360,39.1002989,-94.5911729,McCoy's Public House,8169600866.0,64111-3021,Missouri,4057 Pennsylvania Ave,[],2018-08-24T00:46:36.359Z,http://www.mccoyspublichouse.com
proprietor,Saint Louis,United States,361,38.6303271900035,-90.1846587143656,Morgan Street Brewery,3142319970.0,63102-2518,Missouri,721 N 2nd St,[],2018-08-24T00:46:38.691Z,http://www.morganstreetbrewery.com
micro,Kansas City,United States,362,39.1100614,-94.5799451187632,Strange Days Brewing Co,8164695321.0,64106,Missouri,316 Oak St,[],2018-08-24T00:46:48.321Z,http://www.strangedaysbrewing.com
micro,Weston,United States,363,39.411378000000006,-94.899934,Weston Brewing Co / O'Malley's Pub,,64098-1242,Missouri,500 Welt St,[],2018-08-24T00:46:53.436Z,http://www.westonirish.com
micro,White Sulphur Springs,United States,364,46.548076086691296,-110.900486489644,2 Basset Brewery,4065472337.0,59645-9081,Montana,202 E Main St,[],2018-08-24T00:46:55.355Z,http://www.2bassetbrewery.com
brewpub,Libby,United States,365,48.393650799999996,-115.5506412,Cabinet Mountain Brewing Co,4062932739.0,59923-1952,Montana,206 Mineral Ave,[],2018-08-24T00:47:04.988Z,http://www.cabinetmountainbrewing.com
micro,Belt,United States,366,47.3822191883646,-110.92985271363001,Harvest Moon Brewing,4062773188.0,59412-0510,Montana,7 5th St S,[],2018-08-24T00:47:12.187Z,http://www.harvestmoonbrew.com
brewpub,Sidney,United States,367,47.7105211,-104.16029449999999,Meadowlark Brewing,,59270-4123,Montana,117 S Central Ave,[],2018-08-24T00:47:19.695Z,http://www.meadowlarkbrewing.com
micro,Red Lodge,United States,368,45.1972705301205,-109.24653926506001,Red Lodge Ales Brewing Co,4064464607.0,59068-9383,Montana,1445 N Broadway Ave,[],2018-08-24T00:47:25.147Z,http://www.redlodgeales.net
brewpub,Omaha,United States,369,41.2848975555556,-96.00634511111107,Benson Brewery,4029348668.0,68104-4050,Nebraska,6059 Maple St,[],2018-08-24T00:47:32.331Z,http://www.bensonbrewery.com
micro,Omaha,United States,370,41.2544908163265,-95.930905244898,Brickway Brewery and Distillery,4029332613.0,68102-2825,Nebraska,1116 Jackson St,[],2018-08-24T00:47:35.050Z,http://www.drinkbrickway.com
brewpub,Omaha,United States,371,41.2578153029739,-95.96580177648322,Farnam House Brewing Company,4024016086.0,68131-3304,Nebraska,3558 Farnam St,[],2018-08-24T00:47:37.853Z,http://www.farnamhousebrewing.com
brewpub,North Platte,United States,372,41.12294,-100.7916041,Pals Brewing Company,6088079332.0,69101,Nebraska,4520 South Buffalo Bill Avenue,[],2018-08-24T00:47:47.154Z,http://www.palsbrewingcompany.com
brewpub,Kearney,United States,373,40.6966518333333,-99.080732,Thunderhead Brewing Co,3082371558.0,68847-5402,Nebraska,18 E 21st St,[],2018-08-24T00:47:50.761Z,http://www.thunderheadbrewing.com
micro,Lincoln,United States,374,40.785692499999996,-96.7167126,White Elm Brewing Co,4022616078.0,68502-3353,Nebraska,720 Van Dorn St,[],2018-08-24T00:47:52.147Z,http://www.whiteelmbrewing.com
micro,Incline Village,United States,375,39.248193280866396,-119.953711697581,Alibi Ale Works,7752987001.0,89451-9456,Nevada,204 E Enterprise St,[],2018-08-24T00:47:54.027Z,http://www.alibialeworks.com
planning,,United States,376,,,Altered Code Brewing,,,,,[],2018-07-24T01:33:03.421Z,http://www.alteredcodebrewing.com
micro,Murrieta,United States,377,,,GBC,,92562-6985,California,26015 Jefferson Ave Ste D,[],2018-08-11T21:36:04.629Z,
micro,Reno,United States,378,39.5333757755102,-119.802684979592,Pigeon Head Brewery,7752766766.0,89512-3508,Nevada,840 E 5th St,[],2018-08-24T15:35:41.541Z,http://www.pigeonheadbrewery.com
brewpub,Carson City,United States,379,39.1269616,-119.7708155,The Fox Brewpub,7758831369.0,89701-4754,Nevada,310 S Carson St,[],2018-08-24T15:35:47.985Z,http://www.foxbrewpub.com
brewpub,Tonopah,United States,380,38.070350236911004,-117.231982349599,Tonopah Brewing Co,7754822000.0,89049,Nevada,315 S Main St,[],2018-08-24T15:35:48.724Z,http://www.tonopahbrewing.com
micro,Salisbury,United States,381,43.409129,-71.717004,Big Water Brewery,6036486068.0,03268-5423,New Hampshire,24 Robie Rd,[],2018-08-24T15:35:58.480Z,http://www.bigwaterbrewery.net
brewpub,Nashua,United States,382,42.7604446,-71.4654818146987,Martha's Exchange Restaurant and Brewery,6038838781.0,03060-2701,New Hampshire,185 Main St,[],2018-08-24T15:36:10.851Z,http://www.marthas-exchange.com
micro,Nashua,United States,383,42.7544214,-71.4598818883104,Millyard Brewing,6035055079.0,03060-3941,New Hampshire,25 E Otterson St,[],2018-08-24T15:36:11.493Z,http://www.millyardbrewery.com
brewpub,Manchester,United States,384,42.9945554,-71.46765570000002,Stark Brewing Company,6036254444.0,03101-1151,New Hampshire,500 North Commercial St,[],2018-08-24T15:36:19.710Z,http://www.starkbrewingcompany.com
brewpub,Red Bank,United States,385,40.353525653031504,-74.07536237801129,Birravino,7328425990.0,07701-1015,New Jersey,183 Riverside Ave,[],2018-08-24T15:36:31.454Z,http://www.birravino.com
micro,Cape May Court House,United States,386,39.086856,-74.8194635306123,Bucket Brigade Brewery,6097782641.0,08210-2121,New Jersey,205 N Main St,[],2018-08-24T15:36:35.302Z,http://www.bucketbrigadebrewery.com
micro,Woodbury,United States,387,39.84934724781971,-75.1422203358405,Eight & Sand Beer Co,8565371339.0,08096-,New Jersey,1003 N Evergreen Ave,[],2018-08-24T15:36:45.871Z,http://www.eightandsandbeer.com
brewpub,New Brunswick,United States,388,40.4962516,-74.44420579999998,Harvest Moon Brewery/Cafe,7322496666.0,08901-2018,New Jersey,392 George St,[],2018-08-24T15:36:49.887Z,http://www.harvestmoonbrewery.com
micro,Medford,United States,389,39.8990962932246,-74.82362555912209,Lower Forge Brewery,6099759532.0,08055-2414,New Jersey,14 S Main St,[],2018-08-24T15:36:58.210Z,http://www.lowerforge.com
micro,Burlington,United States,390,40.078031407046794,-74.8584192483396,Third State Brewing,6093871620.0,08016-4412,New Jersey,352 High St,[],2018-08-24T15:37:07.658Z,http://www.thirdstatebrewing.com
micro,Hammonton,United States,391,39.6385625,-74.8114726140078,Three 3's Brewery,7328141396.0,08037-1559,New Jersey,50 13th St,[],2018-08-24T15:37:08.107Z,http://www.three3sbrewing.com
brewpub,Berkeley Heights,United States,392,40.68903820000001,-74.4348121711718,Trap Rock Restaurant And Brewery,9086651755.0,07922-1214,New Jersey,279 Springfield Ave,[],2018-08-24T15:37:09.472Z,http://www.traprockrestaurant.net
micro,Albuquerque,United States,393,35.083957,-106.65429499999999,Boese Brothers Brewing,5053827060.0,87102-3119,New Mexico,601 Gold Ave SW,[],2018-08-24T15:37:19.203Z,http://www.boesebrothers.com
brewpub,Albuquerque,United States,394,35.15878955,-106.68158956780199,Flix Brewhouse,5054458500.0,87120-2630,New Mexico,3236 La Orilla Rd NW,[],2018-08-24T15:37:30.939Z,
brewpub,Carlsbad,United States,395,32.3821008,-104.224021139894,Guadalupe Mountain Brewing Company,5753617761.0,88220-5349,New Mexico,3404 National Parks Hwy,[],2018-08-24T15:37:31.582Z,
micro,Albuquerque,United States,396,35.1149330204082,-106.613687816327,Palmer Brewery & Cider House,5055080508.0,87107-1935,New Mexico,2926 Girard Blvd NE,[],2018-08-24T15:37:39.822Z,
brewpub,Rio Rancho,United States,397,35.254421,-106.648789,The Blue Grasshopper Brew Pub,5058968579.0,87124-5986,New Mexico,4500 Arrowhead Ridge Dr SE,[],2018-08-24T15:37:50.318Z,http://www.bghnm.com
micro,Albuquerque,United States,398,35.1022749,-106.6478962,Tractor Brewing Co,5052436752.0,87102-1426,New Mexico,1800 4th St NW,[],2018-08-24T15:37:51.840Z,http://www.getplowed.com
micro,Gouverneur,United States,399,44.332373105222395,-75.47489238460741,Adirondack Toboggan Company Microbrewery,3157716313.0,13642-1334,New York,202A W Main St,[],2018-08-24T15:37:58.899Z,http://www.adktoboggan.net
brewpub,Farmingdale,United States,400,40.7550515,-73.4144329120839,Black Forest Brew Haus,6313919500.0,11735-1103,New York,2015 New Hwy,[],2018-08-24T15:38:10.962Z,http://www.blackforestbrewhaus.com
large,Patchogue,United States,401,40.75913445,-73.02160629803879,Blue Point Brewing Co,6314756944.0,11772-3304,New York,161 River Ave,[],2018-08-24T15:38:13.401Z,http://www.bluepointbrewing.com
brewpub,North Hoosick,United States,402,42.926614437674395,-73.34515820576179,Brown's Brewing Co,5182732337.0,12133,New York,50 Factory Hill Rd,[],2018-08-24T15:38:21.495Z,http://www.brownsbrewing.com
brewpub,Corning,United States,403,42.1502577083333,-77.06089704166669,Carey's Brew House,6073775651.0,14830-2239,New York,58 Bridge St,[],2018-08-24T15:38:26.698Z,http://www.careysbrewhouse.com
planning,,United States,404,,,Hello Brew Co.,,,,,[],2018-07-24T01:32:56.332Z,http://www.hellobrewco.com
micro,Los Angeles,United States,405,34.036121885906,-118.237361765101,Iron Triangle Brewing Company,3109905702.0,90021-1217,California,1581 Industrial St,[],2018-08-23T23:29:59.707Z,http://www.irontrianglebrewing.com
micro,Rome,United States,406,43.205213383680295,-75.4322995118866,Copper City Brewing Company,3152818987.0,13440-,New York,1111 Oneida St,[],2018-08-24T15:38:35.002Z,http://www.coppercitybrewing.com
micro,Chemung,United States,407,42.019871,-76.62210999999998,Diversion Brewing Co,6075429168.0,14825-9755,New York,729 Wyncoop Creek Rd,[],2018-08-24T15:38:44.350Z,http://www.diversionbrewing.com
brewpub,Syracuse,United States,408,43.04804636567229,-76.15406624553779,Empire Brewing Co,3156552337.0,13202-1571,New York,120 Walton St,[],2018-08-24T15:38:47.848Z,http://www.empirebrew.com
micro,Canastota,United States,409,43.0785763673469,-75.7515320204082,Erie Canal Brewing Company,3155105001.0,13032-1409,New York,135 S Peterboro St,[],2018-08-24T15:38:49.380Z,http://www.eriecanalbrewingcompany.com
micro,Fairport,United States,410,43.0988098,-77.4416792,Fairport Brewing Co,5857520613.0,14450-2100,New York,99 S Main St,[],2018-08-24T15:38:50.407Z,http://www.fairportbrewing.com
micro,Buffalo,United States,411,42.8758185,-78.8458326,Flying Bison Brewing Co,7168731557.0,14210-1414,New York,840 Seneca St,[],2018-08-24T15:38:57.237Z,http://www.flyingbisonbrewing.com
micro,Florida,United States,412,41.335404,-74.360033,"Glenmere Brewing Co, Inc",8456511939.0,10921-1124,New York,55 Maple Ave,[],2018-08-24T15:39:06.969Z,http://www.glenmerebrewingco.com
brewpub,Peconic,United States,413,41.0415525,-72.4545703,"Greenport Harbor Brewing Co, LLC",6315139019.0,11958-1502,New York,42155 Main Rd,[],2018-08-24T15:39:11.817Z,http://www.harborbrewing.com
micro,Bronx,United States,414,40.8721114,-73.855814,Gun Hill Brewing Co,7188810010.0,10469-1403,New York,3227 Laconia Ave,[],2018-08-24T15:39:13.763Z,http://www.gunhillbrewing.com
brewpub,Bloomfield,United States,415,42.8926813391929,-77.38938695847659,Irish Mafia Brewing Co,5852715172.0,14469-9786,New York,2971 Whalen Rd,[],2018-08-24T15:39:24.759Z,http://www.irishmafiabrewing.com
brewpub,Buffalo,United States,416,42.8847967,-78.8734526,Lafayette Brewing Co,7168560062.0,14203-2108,New York,391 Washington St,[],2018-08-24T15:39:32.439Z,http://www.panamericangrill.com
micro,Ovid,United States,417,42.6772422121693,-76.8228132942931,Lost Kingdom Brewery / Firehouse Distillery,6074034020.0,14521-9401,New York,7160 Main St,[],2018-08-24T15:39:40.111Z,http://www.firehousedistillery.net
micro,Canandaigua,United States,418,42.88851164973671,-77.2786605528567,Peacemaker Brewing Company,5853963561.0,14424-2047,New York,20 Pleasant St,[],2018-08-24T15:39:52.762Z,http://www.peacemakerbrewing.com
micro,Buffalo,United States,419,42.8664042099108,-78.8610373891982,Pressure Drop Brewing,7168489942.0,14204-2739,New York,65 Vandalia St,[],2018-08-24T15:39:56.430Z,http://www.barrelfactory.com
micro,Rochester,United States,420,43.163275,-77.586694,Rohrbach's Railroad St Brewery,5855468020.0,14609-6039,New York,97 Railroad St,[],2018-08-24T15:40:06.518Z,http://www.rohrbachs.com
micro,Nassau,United States,421,42.49050535,-73.5726398153558,S & S Farm Brewery,5183360766.0,12123,New York,174 Middle Rd,[],2018-08-24T15:40:09.959Z,http://www.sandsbrewery.com
micro,Northport,United States,422,40.8998983,-73.3508587,Sand City Brewing Co.,9177965672.0,11768-1722,New York,60 Main St,[],2018-08-24T15:40:12.570Z,http://www.sandcitybeer.com
brewpub,Watkins Glen,United States,423,42.369461,-76.87339200000002,Seneca Lodge Craft Brewing At Seneca Lodge,6075352014.0,14891-0272,New York,3600 Walnut Rd,[],2018-08-24T15:40:15.622Z,http://www.senecalodge.com
