name,city,street
Devil Wind Brewing LLC,Xenia,130 S Detroit St
Double Wing Brewing Co,Madison,7840 Doty Rd
Endeavor Brewing Company,Columbus,909 W 5th Ave
Fat Head's Brewery & Saloon,North Olmsted,24581 Lorain Rd
Fat Head's Brewpub - Canton,Canton,3885 Everhard Rd NW
Forest City Brewery,Cleveland,2135 Columbus Rd Ste A
Four String Brewing Company - West Side Production Facility,Columbus,660 N Hague Ave
Granite City Food & Brewery (#25),Maumee,2300 Village Dr W
Grove City Brewing Company,Grove City,3946 Broadway
Hightower Brewing Co,Rayland,3445 County Road 16 Unit B
Hoppin' Frog Brewing Co,Akron,1680 E Waterloo Rd Ste F
FigLeaf Brewing Company,Middletown,3387 Cincinnati Dayton Rd
Flatrock Brewery,Napoleon,621 N Perry St
Four String Brewing Company,Columbus,985 W 6th Ave
Franklin Brewing Co,Elyria,1345 East Ave
Fretboard Brewing Company,Blue Ash,5800 Creek Rd
Goldhorn Brewery,Cleveland,1361 E 55th St
GOTL Brewing Co,Geneva,5243 Lake Rd E
Great Black Swamp Brewing Co,Toledo,3323 Monroe St
Gypsy Brewery,Cleveland,3506 Vega Ave
Hansa Brewery,Cleveland,2717 Lorain Ave
Hasseman Brewing,Coshocton,115 S 6th St
Headtrip Brewery,Stow,1634 Norton Rd
HiHO Brewing Co,Cuyahoga Falls,1707 Front St
Hop Tree Brewing Company Ltd,Hudson,1297 Hudson Gate Dr
Hoster Brewing Co,Columbus,760 Harmon Ave
Ill Mannered Brewing Company,Powell,30 Grace Dr
Inside The Five Brewing,Sylvania,5703 Main St
Jackie O's Pub & Brewery,Athens,22-24 W Union St
Laxton Hollow Brewing Works,Mansfield,302 E Main St
Levitate,Mount Victory,
Lockport Brewery,Bolivar,10891 OH-212
Lucky Owl Brewing,Chagrin Falls,8660 Tamarack Trl
March First Brewing,Cincinnati,7885 E Kemper Rd
Monzula Farm Brewery / Vineyard 22,Cadiz,83800 Monzula Rd
Mosaic Brewing,Lancaster,
Mt. Carmel Brewing Co,Cincinnati,4362 Mount Carmel Tobasco Rd
Lager Heads Brewing Co.,Medina,325 W Smith Rd
Lager Heads Smokehouse,Medina,2832 Abbeyville Rd
Lineage Brewing,Columbus,2971 N High St
Loose Rail Brewing,Canal Winchester,37 W Waterloo St
Madcap Brew Co.,Kent,1422 Mogadore Rd
Maize Valley Craft Brewery,Hartville,6193 Edison St NE
Market Garden Brewery,Cleveland,1947 W 25th St
MillerCoors Brewing Co - Trenton,Trenton,2525 Wayne Madison Rd
Multiple Brewing Company,Nelsonville,82 W Washington St
Neon Groundhog Brewery - Majestic Oak Winery,Grand Rapids,13554 Mohler Rd
New Bremen Brewing Company,New Bremen,
Nowhere In Particular Brewing Company,Dayton,6826 Loop Rd
Old Mill Craft Beer,Bidwell,2376 State Route 850
On The Fly Brewing Company,Sunbury,
Outerbelt Brewing Company,Carroll,
Paradune Brewing Company,Belle Center,20707 Township Rd 119
Pedestrian Brewing,Lakewood,
Permission Brewing Company,Columbus,
Ramblin Reds Brewing Company,Wauseon,1493 N Shoop Ave Unit A
Ridge Runner Brewing LLC,Wauseon,
Rock Bottom Brewery - Cincinnati,Cincinnati,10 Fountain Square Plz
Northern Row Brewery & Distillery,Cincinnati,111 W McMicken Ave
Off Track Brewing Company,Cincinnati,227 Stark Street
Pinups & Pints,Medway,10963 Lower Valley Pike
Platform Beer Co - Production Facility,Cleveland,3506 Vega Ave
Platform Cincinnati,Cincinnati,916 Dalton Ave
Rockmill Brewing Co,Lancaster,5705 Lithopolis Rd NW
Roobrew,Akron,
Saint Hazards Brewery,Middle Bass Island,1233 Fox Road
Sons Of Toil Brewing LLC,Mount Orab,14090 Klein Rd
Spires Social Brewing Co.,Westerville,
The Blue Heron Brewery,Hinckley,
The Common Beer Company,Mason,
Fawken Beer Company,Columbia,
The Vine N Hop Shop,Brunswick,1327 N. Carpenter Rd.
Royal Docks Brewhouse and Cannery,Massillon,5646 Wales Ave NW
Shale Brewing Co,North Canton,7253 Whipple Ave NW
Sixth Sense Brewing Company,Jackson,175 Main St.
Taft's Brewing Co,Cincinnati,4831 Spring Grove Ave
The Brew Brothers / Scioto Downs Racino,Columbus,6000 S. High Street
"The Brew Kettle, Taproom and Smokehouse",Strongsville,8377 Pearl Rd
Third Eye Brewery,Cincinnati,
Veteran Brewhouse,Ashland,829 CR 801
Virant Family Winery / Black Angus Brewery,Geneva,541 Atkins Rd
Warped Wing Brewing Co,Dayton,26 Wyandot St
Weasel Boy Brewing Co  LLC,Zanesville,126 Muskingum Ave Unit E
Zaftig Brewing Co.,Columbus,7020 Huntley Rd Ste A
Beer Is Good Brewing Company,Norman,
"Brewery in Planning - Oklahoma City, OK",Oklahoma City,
Thirsty Dog Brewing Company,Akron,529 Grant St Ste 103
Twin Oast Brewing,Catawba Island,3630 NE Catawba Rd
West East Brewing Co,Cleveland,4125 Lorain Ave
"Wiedemann Brewing Co, LLC",Cincinnati,4811 Vine St
Black Mesa Brewing Company,Norman,3901 N Flood Ave
Fat Toad Brewing Company,Pryor,3986 W 530 Rd
Frenzy Brewing Company,Edmond,
Harbinger Beer Company LLC,Caddo,
Land Run Craft Brewing Co.,El Reno,
Red Dirt Brewing Co,Oklahoma City,
Scissortail Brewing Co.,Bartlesville,
3 Sheets Brewery,Albany,136 W 1st Ave
"Agrarian Ales, LLC",Eugene,31115 W Crossroads Ln
Ambacht Brewing,Hillsboro,1060 NE 25th Ave Ste B
Hanson Brothers Beer Company,Tulsa,209 N Main St
High Gravity Brewing Company,Tulsa,6808 S Memorial Dr STE 144
Huebert Brewing Co.,Oklahoma City,421 SW 26th St
"Marshall Brewing Co, LLC",Tulsa,618 S Wheeling Ave
Nothing's Left Brewing Co.,Tulsa,1502 E 6th St
"Royal Bavaria Brewhouse, Restaurant and Biergarten",Moore,3401 S Sooner Rd
Twisted Spike Brewing Company,Oklahoma City,1 NW 10th St
13 Virtues Brewing Co,Portland,6410 SE Milwaukie Ave
Assembly brewing,Portland,
Bend Brewing High Desert,Bend,20650 NE High Desert Lane
Bevel Craft Brewing,Bend,
Boneyard Beer Co,Bend,37 NW Lake Pl Ste B
"Boring Brewing Co., LLC",Boring,29300 SE Haley Road Ste B
Brewery 26,Portland,
Brewery In Planning - Bend,Bend,
Brewery In Planning - Eugene,Eugene,
Brewery in Planning - Eugene,Eugene,
"Brewery in Planning - Florence, OR",Florence,
Brewery In Planning - Portland,Portland,
Barley Sprouts Brewery,Gresham,639 SE 223rd Ave
Barsideous Brewing Co,Lebanon,644 S Main St
Bier One Brewing,Newport,424 SW Coast Hwy
Bierly Brewing @ Eats and Treats,Philomath,1644 Main St
Big Horse Brewpub,Hood River,115 State St
Block 15,Corvallis,300 SW Jefferson Ave
Breakside Brewery & Taproom,Milwaukie,5821 SE International Way
Breakside Brewery Slabtown,Portland,1570 NW 22nd Ave
Brewed By Gnomes,Portland,1735 SE 33rd Ave
Buoy Beer Company,Astoria,1 8th St
Burnside Brewing Co,Portland,701 E Burnside St
Caldera Brewing Co,Ashland,590 Clover Ln
Cascade Brewing Blending House,Beaverton,6770 SW 111th Ave
Chatoe Rogue Farmstead Brewery,Independence,3590 Wigrich Rd
Chehalem Valley Brewery,Newberg,2515 Portland Rd Ste B
Coalition Brewing Co,Portland,2705 SE Ankeny St Ste C
Craft Kitchen and Brewery,Bend,62988 Layton Ave Ste 103
Crowing Hen,Carlton,
Crux Fermentation Project - Crux2,Bend,63065 18th St
"DAMARKOM, INC.",Seaside,
Deception Brewing Company,Dundee,1174 SW Highway 99W
Deluxe Brewing Co,Albany,PO Box 3358
Elk Horn Brewery,Eugene,686 E Broadway
Brewery in Planning - Harrisburg,Harrisburg,
Conner Fields Brewing,Grants Pass,121 SW H St
Cooper Mountain Ale Works,Beaverton,15855 SW Kestrel Ct
De Garde Brewing,Tillamook,114 Ivy Ave
Deep Space Brewing / Out of This World Pizza,Hillsboro,6255 NE Century Blvd
Deschutes Brewery,Bend,901 SW Simpson Ave
Draper Brewing,Roseburg,640 SE Jackson St
Evasion Brewing - Production Facility,McMinnville,4230 NE Riverside Dr
Fearless Brewing Co,Estacada,326 S Broadway St
Feckin Brewery,Oregon City,415 S McLoughlin Blvd
Fire On the Mountain Brewing Co,Portland,3443 NE 57th Ave
Fort George Brewery,Astoria,1483 Duane St
Funhouse Brews,Portland,7717 N Emerald Ave Unit A
Good Earth Brewing,Terrebonne,
Great Notion Brewing,Portland,2204 NE Alberta St Ste 101
Hop Cycle Brewing Company,Banks,
Long Brewing LLC,Newberg,
Mazama Brewing Co,Corvallis,33930 SE Eastgate Cir Unit A
G Man Brewery / G-Man Sports Bar,Tualatin,18791 SW Martinazzi Ave
"Gateway Brewing, Inc",Portland,114 NE 133rd Ave
Gilgamesh Brewing Co,Salem,2065 Madrona Ave SE
Hair of the Dog Brewing Co,Portland,61 SE Yamhill St
Hermiston Brewing Co,Hermiston,125 N 1st St
"Kaiser Brewing Company, LLC",Forest Grove,1607 Hawthorne St
Kobold Brewing,Redmond,245 SW 6th St
Krauski's Brewskis / The Hoppy Brewer,Gresham,328 N Main Ave
Laurelwood Public House and Brewery - NE,Portland,5115 NE Sandy Blvd
Madcow Brewing Co.,Portland,206 SE 166th Ave
Five Wits Brewing Co.,Chattanooga,
Oakenbrau,Milwaukie,
Old 99 Brewing Co,Roseburg,3750 Hooker Rd Ste A
McMenamins Crystal Ballroom Brewery,Portland,1332 W Burnside St
Pelican Brewing Company,Pacific City,33180 Cape Kiwanda Dr
Pelican Brewing Company - Cannon Beach,Cannon Beach,1371 S Hemlock St
PINTS Brewing Company and Urban Taproom,Portland,412 NW 5th Ave Suite 200
RiverBend Brewing Pub,Bend,2650 NE Division St
Seven Brides Brewery,Silverton,990 North First Street
Shade Tree Brewing,Bend,
Splintercat Brewing,Corvallis,
Pelican Brewing Company - Tillamook,Tillamook,1708 1st St
Pono Brewing Company,Portland,5716 SE 92nd Ave
Portland Brewing/North American Breweries,Portland,2730 NW 31st Ave
Portland U-Brew & Pub,Portland,6237 SE Milwaukie Ave
"Prodigal Son Brewery and Pub, The",Pendleton,230 SE Court Ave
RAM Restaurant and Brewery - Clackamas,Clackamas,9073 SE Sunnyside Rd
RAM Restaurant and Brewery - Medford,Medford,165 Rossanley Dr
Rock Bottom Brewery - Portland,Portland,206 SW Morrison St
Rosenstadt Brewery LLC,Portland,4110 SE Hawthorne Blvd # 735
"Ruse Brewing, LLC.",Portland,4784 SE 17th Ave
Sasquatch Pub,Portland,6440 SW Capitol Hwy.
Seaside Brewery,Seaside,851 Broadway St
Silver Falls Brewery,Silverton,207 Jersey St
Steens Mountain Brewing Company,Burns,673 B W Monroe St
Stickmen Brewery,Lake Oswego,40 N State St
Sunriver Brewing,Sunriver,56840 Venture Ln
Super Brewing Company LLC,Portland,
The Ale Apothecary,Bend,30 SW Century Drive Suite 140
Three Creeks Production,Sisters,265 E. Barclay Dr.
Upright Brewing Co,Portland,240 N Broadway Ste 2
Amazon Beer,,Rua Boulevard Castilhos Franca Estacao Das Docas
Wizards of Williams Hops Garden and Craft Brewery,Williams,
Wolf Tree Brewery,Seal Rock,199 N Wolkau Rd
412 Brews,Mc Kees Rocks,706 Island Ave
"Brewery in Planning - MIDLOTHIAN, TX",Midlothian,
Two Kilts Brewing,Sherwood,14841 SW Tualatin Sherwood Rd Ste 501
Werner Brewing Company,Tillamook,2807 3rd St
Wm Roesch Brewing Company,Pendleton,250 SE 3rd St
180 and Tapped,Coraopolis,2010 A State Ave
Appalachian Brewing Co - Collegeville,Collegeville,50 W Third Ave Collegeville Station 2nd Floor
Appalachian Brewing Co - Gettysburg Gateway,Gettysburg,70 Presidential Cir
Attic Brewing,Philadelphia,
Bayonet Cider Company,Pittsburgh,
Bent Run Brewing Co,Lander,5607 SR 957
Black Wolf Brewing LLC,Pocono Pines,
Blueprint Brewing Co.,Harleysville,1571 Gehman Rd
Boxcar Brewing Co LLC,West Chester,306 Westtown Rd Ste C
Braeloch Brewing Company,Kennett Square,
Brewery in Planning - Bala Cynwyd,Bala Cynwyd,
"Brewery in Planning - Chambersburg, PA",Chambersburg,
Brewery in Planning - Erie,Erie,
"Brewery in Planning - GIBSONIA, PA",GIBSONIA,
American Honor Beer Co,Wilkes Barre,700 N Pennsylvania Ave
Aurochs Brewing Company,Pittsburgh,8321 Ohio River Blvd
Bar Hygge / Brewery Techne,Philadelphia,1720 Fairmount Ave
Black Forest Brewery,Ephrata,301 W Main St
Bluestone Brewing Company,Sayre,18 Pitney St
Brewery In Planning - Marysville,Mechanicsburg,
Brewery in Planning - Philadelphia,Philadelphia,
Brewery in Planning - WEXFORD,Wexford,
Brewery in Planning - Yardley,Yardley,
Burghâers Brewing,Zelienople,22410 Perry Hwy Ste 410E
Conny Creek Brewing Co,New Kensington,4323 Shearsburg Rd
Curran Brewing Co,Moscow,6230 Bloomington Rd
Bullfrog Brewery,Williamsport,229 W 4th St
Bullfrog Brewery - Production Only,Williamsport,229 W 4th St
Cave Brewing Co,Bethlehem,1407 Seidersville Rd
Church Brew Works/Lawrenceville Brewery Inc.,Pittsburgh,3525 Liberty Ave
Cinderlands Beer Co.,Pittsburgh,3705 Butler St
Conshohocken Brewing - Bridgeport,Bridgeport,3 DeKalb St
CoStar Brewing Inc.,Pittsburgh,919 N Saint Clair St
CR Brewing Company,New Castle,3009 Wilmington Rd
Crime & Punishment Brewing Company,Philadelphia,2711 W Girard Ave
Crowded Castle Brewing Co. Inc.,Phoenixville,242 Bridge St
Crystal Ball Brewing,York,1612 W King St
Daugherty Brewing Company,Erie,
Eclipse Craft Brewing,Sunbury,
Ever Grain Brewing Co,Camp Hill,4444 Carlisle Pike Ste C
Geronimo Brewing Inc,Doylestown,
Gravity Ales LLC,Swarthmore,
Hidden Stories Brewing Company,Millerstown,
Highway Manor Brewing Co,Camp Hill,2238 Gettysburg Rd
Double D Brewing / Dommy's Pizza,Vandergrift,1100 Hancock Ave
Doylestown Brewing Co,Doylestown,52 East State St.
Duquesne Brewing of Pittsburgh,Pittsburgh,932 W North Ave
Eleventh Hour Brewing Co,Pittsburgh,3711 Charlotte St
Fetish Brewing Co,Lancaster,325 Ice Ave
Fishtown Brewing Co,Philadelphia,1101 Frankford Ave
Forest & Main Brewery and Pub,Ambler,61 N Main St
Fury Brewing Company,Irwin,13380 US-30
Goose Island Philadelphia,Philadelphia,1002 Canal St
Great Barn Brewery,New Hope,12 W Mechanic St
Helicon Brewing,Oakdale,102 Union Ave
Home Brewing Co Of Pennsylvania,Conneaut Lake,
Imperium Brewing,Hickory,
Intercourse Brewing Co,Collegeville,4166 Ironbridge Dr
Iron Hill Brewery & Restaurant - North Wales,North Wales,1460 Bethlehem Pike
Jones Brewing Co,Smithton,254 Second Street
Kensington Barrel Project,Philadelphia,
KNURD Brewing Co,Oakmont,
Garr's Beer Co.,Franklin,
Lebanon Valley Craft Brewery,Lebanon,
Lincoln Avenue Brewery,Pittsburgh,
Lindgren Craft Brewery,Duncannon,
Loud Brewing Company,Duncannon,
Iron Hart,Carbondale,49 N Church St
Jam Room Brewing Co,Newfoundland,875 Main St
Laurel Highlands Brewing,Uniontown,21 Enamel St
Lavery Brewing Co,Erie,128 W 12th St
Mad-K Brewery,Howard,298 Mountain Top Rd
McKenzie Brew House (#2),Malvern,240 Lancaster Ave
Mechanistic Brewing,Clarion,
New Trail Brewing Company,Williamsport,240 Arch St Bldg 18
Nimble Hill Brewing Co,Tunkhannock,3971 SR 6
North Country Canning Co,Slippery Rock,111 Arrowhead Dr Ste B
Perkiomen Valley Brewery,Telford,
Pig Island Brewery,Bradford,
Brewery in Planning - Plano,Plano,
Manayunk Brewing Co & Restaurant,Philadelphia,4120 Main St
Marley's Brewery,Bloomsburg,1323 Columbia Blvd
Mexitaly Brick Oven Brewhouse,York,2440 E Market St
Millcreek Brewing Company,Erie,4102 W Lake Rd
Mindful Brewing Company,Castle Shannon,3759 Library Rd
Neshaminy Creek Brewing Co,Croydon,909 Ray Ave
North Country Brewing Co. LLC,Slippery Rock,141 S Main St
Orr's Brewing Company,Titusville,109 S Franklin St
Petrucci Brothers Brewing Co,New Brighton,911 5th Ave
Pittsburgh Brewing Co,Pittsburgh,3340 Liberty Ave
Point Breeze Brewing,Philadelphia,1225 S 28th St
Ritter Brewing Company LLC,Peckville,449 Gino Merli Dr
River Barge Brewing,Wyalusing,71 Grovedale Ln
Rogan Brewing Company,Duquesne,
Roundback Brewery LLC,Danville,
Samuel Adams Pennsylvania Brewing Co,Breinigsville,7880 Penn Dr
Seven Sirens Brewing Company,Bethlehem,
"Sobel's Obscure Brewery, LLC",New Stanton,954 Arona Rd
"Brewery In Planning - Somerville, MA",Houston,
Rivertowne Pour House,Monroeville,312 Center Rd
Rock Bottom Brewery - Pittsburgh,Homestead,171 E Bridge St
Round Guys Brewing Co,Lansdale,324 W Main St
Saint Boniface Craft Brewing Co,Ephrata,1701 W Main St
Second District Brewing Co.,Philadelphia,1939 S. Bancroft St.
"ShuBrew, LLC",Zelienople,210 S Main St
Something Wicked Brewing Company,Hanover,34 Broadway Ste 200
Spring Mountain Brewing Company,Schwenksville,
Stargazer Brewing Company,Coatesville,
Stoker's Brewing Company,Tamaqua,
Swashbuckler Brewing Co,Manheim,2775 Lebanon Rd
Tannery Run Brew Works,Ambler,
The Brewery At Hershey,Middletown,598 Schoolhouse Rd
"The Brewery BÃ¶ser Geist Brewing Co., LLC",Easton,1250 Simon Blvd Unit K100
Victory Brewing Co,Parkesburg,3127 Lower Valley Rd
Strange Roots Experimental Ales,Pittsburgh,501 E Ohio St
Taylor House Brewing Co,Catasauqua,76 Lehigh St
The Barley House Brewing Company LLC,Mercer,8399 Sharon Mercer Rd
The Millworks Brewery,Harrisburg,340 Verbeke St
Tired Hands Brewing Co,Ardmore,16 Ardmore Ave
Weyerbacher Brewing Co,Easton,905 Line St Ste G
White Clay Brewing Company,Landenberg,
Young's Brewing,Wexford,
Brewery in Planning - east greenwich,East Greenwich,
Newport Storm Brewery / Coastal Extreme Brewing Company,Newport,293 JT Connell Hwy
Union Station Brewery,Providence,36 Exchange Ter Ste 2
Hunter Gatherer Brewery and Alehouse,,
Voodoo Brewing Production Facility,Meadville,834 Bessemer St
Washington Brewing Co,Washington,28 E Maiden St
Western Pennsylvania Brewing Co,Latrobe,119 Jefferson St
Whitehorse Brewing LLC,Berlin,824 Diamond St
Yards Brewing Co,Philadelphia,901 N Delaware Ave
Foolproof Brewing Company,Pawtucket,241 Grotto Ave
Grey Sail Brewing Co. LLC,Westerly,63 Canal St
Revival Brewing,Cranston,505 Atwood Ave
"Shaidzon Beer Company, LLC",West Kingston,141 Fairgrounds Rd.
Taproot Brewing Co / Newport Vineyards,Middletown,909 E Main Rd
Benford Brewing Co.,Lancaster,2271 Boxcar Rd
Bomb Plant Brewing Company,North Augusta,
Brewery In Planning - Dulles,Columbia,
Brewery in Planning - Hollywood,Johns Island,
"Brewery in Planning - Indian Land, SC",Indian Land,
"Brewery in Planning - Ridgeland, SC",Ridgeland,
Brewery in Planning - salem,Salem,
COAST Brewing Co,North Charleston,1250 N 2nd St
Fam's Brewing Company,Charleston,1291 Folly Rd
Hazelwood Brewing Company,Lexington,
Hilton Head Brewing Co,Hilton Head Island,1 Cardinal Ct Ste 13
Lincoln and South Brewing Co.,Hilton Head Island,
Commonhouse Aleworks,North Charleston,4831 Ohear Ave
Dead Eric Brewing Co. LLC,Ridgeland,433 Old House Rd
Full Spectrum Brewing Co,Fort Mill,2180 Carolina Place Dr Ste 101
Good Times Brewing,Greenwood,237 Maxwell Ave
Liberty Steakhouse and Brewery,Myrtle Beach,1321 Celebrity Cir
Cooling Pond Brewery,Mineral,
